Date,MSFT,NVDA,UNH,JNJ,JPM,y
2000-03-08,0.875,0.0152989625930786,-0.15625,1.65625,-1.1666641235351562,1
2000-03-09,2.34375,0.3186850547790534,0.1796879768371582,0.84375,1.583332061767578,1
2000-03-10,0.71875,0.2604160308837895,0.234375,-0.90625,-0.875,0
2000-03-13,0.1875,0.880208015441895,0.1328129768371582,0.1875,1.625,1
2000-03-14,-1.75,-0.7981770038604736,0.0234379768371582,0.46875,-1.0,0
2000-03-15,0.40625,-0.2581379413604736,0.21875,2.34375,3.5,1
2000-03-16,-0.28125,-0.3089190721511841,0.1875,-0.03125,3.458332061767578,1
2000-03-17,2.0625,0.1640620231628424,-0.171875,0.125,1.166667938232422,1
2000-03-20,-0.6875,-0.0833330154418945,0.140625,-0.1875,-2.291667938232422,0
2000-03-21,3.0,-0.1067700386047361,0.125,1.0625,3.708332061767578,1
2000-03-22,0.21875,-0.0013029575347904,-0.1015620231628418,0.6875,0.625,1
2000-03-23,2.53125,0.0533859729766841,0.265625,-0.625,4.999996185302734,1
2000-03-24,-0.46875,-0.0716149806976318,0.359375,-0.375,-0.5416641235351562,1
2000-03-27,-1.8515625,-0.1236979961395263,-0.1328129768371582,-0.625,-0.875,0
2000-03-28,0.34375,-0.0729169845581054,0.046875,1.28125,0.3333320617675781,0
2000-03-29,1.0,-0.1171879768371584,0.03125,0.5,-2.583332061767578,0
2000-03-30,-1.40625,0.0377609729766847,0.203125,0.09375,-1.625,0
2000-03-31,0.125,0.0950520038604736,0.296875,-0.375,-0.5416679382324219,1
2000-04-03,-1.78125,-0.1217449903488161,0.3359379768371582,0.8125,3.041667938232422,1
2000-04-04,-1.5,-0.1458330154418943,-0.15625,1.78125,-3.166667938232422,0
2000-04-05,-0.9375,0.3320310115814209,0.0078120231628417,0.75,1.4166641235351562,1
2000-04-06,-0.9375,0.0,0.21875,-1.1875,0.2916679382324219,1
2000-04-07,1.03125,0.0377609729766845,0.0234370231628417,-1.09375,-1.25,0
2000-04-10,-1.28125,-0.2252600193023683,0.15625,0.59375,1.75,0
2000-04-11,-0.625,0.0198570489883425,0.3046884536743164,1.125,-0.6666679382324219,1
2000-04-12,-1.375,-0.1927080154418943,0.359375,-0.34375,-0.75,0
2000-04-13,-0.8125,-0.0833330154418945,-0.2265634536743164,0.09375,-1.0,0
2000-04-14,-2.5,-0.0380860567092897,-0.2265620231628418,-0.90625,-2.083335876464844,0
2000-04-17,0.8125,0.1940100193023681,0.046875,0.9375,0.75,1
2000-04-18,2.03125,0.1152349710464477,0.234375,0.75,1.5,1
2000-04-19,-1.375,-0.140625,0.1484384536743164,0.375,-1.833332061767578,0
2000-04-20,0.15625,-0.0546870231628418,0.4609370231628418,-0.25,-0.5416641235351562,1
2000-04-24,-0.3125,0.0130209922790529,0.2421884536743164,1.1875,-0.8333358764648438,1
2000-04-25,0.3125,0.1028640270233152,-0.140625,0.3125,1.541667938232422,1
2000-04-26,-1.0,-0.1419270038604736,-0.1484365463256836,-0.65625,-1.541667938232422,0
2000-04-27,1.1875,0.2604160308837886,-0.0859365463256836,0.375,-0.8333320617675781,1
2000-04-28,-0.5,-0.0690100193023681,-0.1640615463256836,-0.125,-1.416667938232422,0
2000-05-01,0.28125,-0.010416030883789,-0.1875,0.21875,0.8333358764648438,1
2000-05-02,-1.46875,-0.0742189884185788,-0.25,1.03125,1.541667938232422,0
2000-05-03,0.09375,-0.0182290077209477,-0.15625,-0.4375,-0.625,0
2000-05-04,0.0625,0.0260410308837888,-0.2500004768371582,0.03125,-1.25,0
2000-05-05,0.4375,0.0924479961395263,-0.046875,0.40625,0.125,1
2000-05-08,-0.5625,-0.0208339691162109,0.3671870231628418,1.40625,0.25,0
2000-05-09,-1.1875,-0.057291030883789,0.328125,-0.25,-0.916667938232422,0
2000-05-10,-0.78125,-0.1614589691162111,0.015625,-0.75,-1.291667938232422,0
2000-05-11,0.625,0.046875,0.015625,-0.15625,-0.0416641235351562,1
2000-05-12,0.1875,-0.0989589691162113,0.1640615463256836,-0.3125,1.666667938232422,1
2000-05-15,0.1875,0.1223959922790529,0.328125,0.5,1.25,1
2000-05-16,-0.03125,0.104166030883789,-0.234375,0.40625,-1.583332061767578,1
2000-05-17,-0.59375,0.2395830154418945,-0.03125,0.0,0.5,0
2000-05-18,-0.9375,-0.1692709922790531,0.34375,0.8125,0.9166641235351562,0
2000-05-19,-0.15625,0.0442709922790531,-0.0625,-0.03125,-1.416667938232422,0
2000-05-22,-0.46875,0.1614580154418949,-0.0703115463256836,-1.375,-0.7083320617675781,0
2000-05-23,-0.34375,0.0390629768371582,-0.0703115463256836,-0.4375,0.7916679382324219,0
2000-05-24,1.21875,-0.026041984558105,0.171875,1.125,-0.5833320617675781,1
2000-05-25,-1.53125,-0.0638020038604736,-0.1796865463256836,0.03125,-1.166667938232422,0
2000-05-26,-0.3125,0.0,-0.015625,-0.6875,0.0833320617675781,0
2000-05-30,0.46875,0.03125,-0.0859365463256836,0.375,1.25,1
2000-05-31,-0.5390625,0.0963540077209477,-0.1875,0.15625,1.125,1
2000-06-01,0.09375,-0.0039069652557368,0.1953115463256836,-0.78125,0.8333358764648438,1
2000-06-02,0.15625,0.2460930347442631,-0.109375,-1.75,-1.125,0
2000-06-05,0.4296875,0.0628259181976313,0.0078134536743164,0.25,-0.75,0
2000-06-06,0.71875,-0.1497399806976318,-0.171875,0.3125,-1.5833358764648438,0
2000-06-07,0.625,-0.0989580154418949,0.03125,-0.6875,-0.375,1
2000-06-08,-1.375,-0.0455729961395263,0.0078115463256835,0.59375,-0.7916679382324219,0
2000-06-09,-0.40625,0.0247399806976318,0.3515634536743164,0.5625,-2.458332061767578,0
2000-06-12,-1.0625,-0.0820310115814209,0.3710927963256836,-0.984375,-0.78125,0
2000-06-13,0.5625,0.1523430347442627,0.09375,1.125,-0.1875,1
2000-06-14,0.34375,-0.0520830154418945,0.15625,0.1875,1.1875,0
2000-06-15,0.78125,0.0768229961395263,-0.0078134536743164,0.3125,-1.0,1
2000-06-16,-0.03125,0.4186198711395259,-0.140625,-0.25,-1.3125,0
2000-06-19,0.5625,0.203125,-0.1953134536743164,0.21875,1.5,1
2000-06-20,0.53125,-0.1015629768371582,-0.0078115463256835,-0.90625,-0.0625,0
2000-06-21,1.84375,0.3828129768371582,0.1484384536743164,0.5625,-0.6875,1
2000-06-22,-0.75,-0.1809899806976318,-0.0546884536743164,-0.59375,-0.875,0
2000-06-23,-1.125,-0.2304689884185795,-0.078125,0.46875,0.25,0
2000-06-26,1.0,0.3111979961395263,-0.03125,1.5625,1.0,1
2000-06-27,-0.21875,-0.4583330154418945,-0.0390615463256835,1.3125,-0.4375,0
2000-06-28,-0.03125,-0.1770830154418949,0.267578125,0.5390625,-1.078125,0
2000-06-29,-0.53125,-0.3619799613952636,0.375,0.28125,0.1875,0
2000-06-30,1.46875,0.0911459922790531,-0.03125,1.9375,-1.625,1
2000-07-03,0.15625,-0.119791984558105,0.328125,-0.09375,1.6875,1
2000-07-05,-0.6875,-0.2630200386047363,0.0859365463256836,0.09375,-0.6875,0
2000-07-06,1.03125,0.1354160308837895,0.5625,-0.15625,0.1875,1
2000-07-07,0.3671875,-0.0755209922790522,-0.15625,0.125,1.8125,1
2000-07-10,-0.625,0.1666660308837895,-0.203125,-0.28125,-0.4375,0
2000-07-11,0.15625,0.2395830154418945,0.0390634536743164,0.40625,0.3125,1
2000-07-12,1.03125,-0.0364589691162104,0.1953115463256836,-0.59375,-1.125,0
2000-07-13,0.5625,0.2057290077209468,-0.3125,-1.125,-0.625,0
2000-07-14,-0.28125,-0.0859370231628418,-0.15625,-0.46875,1.0625,1
2000-07-17,-0.03125,-0.0807290077209477,0.3046884536743164,0.671875,-1.71875,1
2000-07-18,0.4375,0.1067709922790527,0.03125,0.28125,-0.3125,0
2000-07-19,-1.46875,-0.0833330154418949,-0.0703115463256836,-0.84375,-0.3125,0
2000-07-20,0.6875,0.078125,0.109375,-0.6875,0.5625,1
2000-07-21,-1.21875,0.0286459922790527,-0.109375,0.1875,-0.265625,0
2000-07-24,-0.75,-0.25,-0.2734365463256836,1.0703125,-0.875,0
2000-07-25,-0.90625,-0.140625,-0.4453134536743164,-0.53125,-0.375,0
2000-07-26,-0.625,-0.1901040077209468,-0.0703115463256836,-1.625,-1.625,0
2000-07-27,0.75,-0.09375,0.4375,0.5546875,0.5,0
2000-07-28,-0.625,0.0416669845581054,-0.078125,0.390625,-1.6875,0
2000-07-31,-0.1875,0.125,0.03125,-0.3125,0.8125,1
2000-08-01,-0.625,-0.0494790077209472,0.265625,1.15625,1.75,1
2000-08-02,0.40625,0.0833330154418949,0.140625,0.78125,-0.5,1
2000-08-03,1.03125,0.359375,0.2734384536743164,0.375,-0.75,1
2000-08-04,-0.15625,-0.015625,0.2734384536743164,-0.03125,0.5625,1
2000-08-07,-0.09375,0.1901040077209468,-0.0390615463256835,-0.3203125,0.5,1
2000-08-08,2.03125,0.0,-0.1875,0.0859375,-0.3125,1
2000-08-09,0.25,-0.119791984558105,0.109375,-0.875,-1.125,0
2000-08-10,-0.59375,0.09375,0.078125,0.828125,-0.4375,0
2000-08-11,0.0,-0.0703120231628418,0.546875,0.171875,0.4375,1
2000-08-14,-0.0625,-0.0078120231628417,0.125,-0.34375,0.0,1
2000-08-15,-0.1875,0.2428390979766845,0.0546884536743164,-0.328125,-1.1875,0
2000-08-16,-0.4375,-0.0859370231628426,-0.1484365463256836,0.484375,-0.875,0
2000-08-17,0.21875,0.0989580154418945,0.140625,-0.5,0.625,1
2000-08-18,-0.0625,0.1223950386047363,-0.1875,-0.2890625,-0.0625,0
2000-08-21,-0.03125,-0.0677080154418945,0.0546884536743164,0.0,-0.0625,1
2000-08-22,0.21875,-0.1380209922790523,0.21875,0.28125,1.3125,0
2000-08-23,-0.03125,0.21875,-0.25,-0.375,1.375,1
2000-08-24,0.25,0.1015620231628426,-0.046875,0.25,-0.125,1
2000-08-25,-0.03125,-0.046875,-0.1640634536743164,-0.09375,-1.0625,1
2000-08-28,0.5625,0.109375,0.0,0.125,0.6875,1
2000-08-29,-0.125,-0.0208330154418945,0.046875,-0.5,-1.1875,1
2000-08-30,-0.34375,0.0651040077209468,-0.015625,-0.375,0.75,0
2000-08-31,-0.53125,-0.0130209922790531,0.501953125,-0.5859375,2.1875,1
2000-09-01,0.09375,-0.0625,-0.1328115463256836,0.0625,-0.375,0
2000-09-05,0.0625,-0.0729169845581054,0.046875,0.3125,0.6875,0
2000-09-06,-0.3125,-0.2421870231628426,-0.0625,-0.375,-1.25,0
2000-09-07,0.03125,0.1197910308837895,-0.0859365463256836,0.0625,0.6875,1
2000-09-08,-0.53125,-0.15625,0.015625,0.734375,0.9375,0
2000-09-11,-0.15625,-0.0859379768371582,0.375,0.1640625,0.0,0
2000-09-12,-0.3125,-0.0208330154418949,-0.3828115463256836,0.25,-4.9375,0
2000-09-13,0.34375,0.0065109729766845,0.1171865463256836,0.5,0.3125,1
2000-09-14,-1.4375,-0.041666984558105,0.1328115463256836,-0.8125,-2.0,0
2000-09-15,-0.625,0.0787758827209477,-0.2109365463256836,-0.21875,-1.1875,0
2000-09-18,-0.625,-0.1796879768371582,-0.1796865463256836,-0.3125,-2.5625,0
2000-09-19,0.6875,0.2135419845581054,0.203125,0.0,0.1875,1
2000-09-20,-0.3125,-0.015625,-0.171875,-0.3984375,-0.3125,0
2000-09-21,0.09375,0.0983068943023681,0.1015634536743164,1.59375,-1.875,0
2000-09-22,1.0625,0.3359370231628418,0.421875,0.1875,2.5,1
2000-09-25,-1.0,0.119791984558105,-0.0859365463256836,0.0234375,-0.5,0
2000-09-26,0.875,0.041666984558105,0.1796884536743164,-0.65625,-1.3125,0
2000-09-27,-1.40625,0.203125,0.015625,0.328125,-0.9375,0
2000-09-28,0.25,0.135416984558105,0.1171884536743164,-0.96875,1.5625,1
2000-09-29,-0.34375,0.0,-0.1015634536743164,0.34375,-0.1875,0
2000-10-02,-0.6875,-0.1276040077209468,0.8671884536743164,-0.5,0.875,0
2000-10-03,-1.5,-0.1979160308837895,0.0390634536743164,-0.28125,-0.875,0
2000-10-04,-0.46875,0.046875,-0.1640615463256836,-0.84375,-0.8125,1
2000-10-05,-0.0625,-0.0963540077209477,0.34375,0.78125,-1.1875,1
2000-10-06,-0.125,-0.1979160308837895,-0.2421865463256836,-0.3125,-1.625,0
2000-10-09,-0.71875,0.1354169845581054,0.0078115463256835,-0.5,-1.0625,0
2000-10-10,0.3125,-0.0989589691162105,0.28125,1.125,-1.25,0
2000-10-11,0.875,0.1875,0.109375,0.40625,0.5625,0
2000-10-12,-0.96875,-0.166666984558105,-0.53125,0.59375,-2.3125,0
2000-10-13,-0.0625,0.0859379768371573,0.28125,-0.65625,1.8125,1
2000-10-16,-1.5625,-0.0625,0.4453134536743164,0.5625,-0.625,1
2000-10-17,-0.71875,-0.1822919845581054,-0.6484365463256836,0.53125,-2.0625,0
2000-10-18,1.0625,0.119791984558105,-0.15625,-0.625,3.375,1
2000-10-19,1.71875,0.078125,-0.03125,-0.375,0.8125,1
2000-10-20,1.9375,0.3098959922790523,0.1484384536743164,0.1875,-0.3125,1
2000-10-23,-1.25,-0.0885410308837895,-0.015625,-0.21875,0.1875,1
2000-10-24,-0.5625,-0.078125,0.25,0.03125,1.875,0
2000-10-25,-0.34375,-0.1640629768371582,-0.0625,1.125,-0.0625,0
2000-10-26,1.71875,0.0911459922790531,0.2421884536743164,-0.3125,-0.6875,0
2000-10-27,1.5,-0.0625,0.0546884536743164,-0.09375,2.1875,1
2000-10-30,0.78125,-0.1380209922790523,0.5625,0.375,0.9375,1
2000-10-31,-0.0625,0.1230471134185791,-0.65625,-0.875,0.6875,1
2000-11-01,0.5625,0.0625,-0.4140634536743164,-0.5,0.1875,1
2000-11-02,-0.03125,0.1067700386047363,-0.421875,-0.8125,-0.1875,0
2000-11-03,-0.5,0.21875,0.125,0.71875,-1.125,0
2000-11-06,0.40625,0.1588540077209468,0.2578134536743164,0.0,0.625,1
2000-11-07,0.375,-0.1640620231628418,-0.0390634536743164,0.0625,-0.1875,1
2000-11-08,-0.84375,-0.1223959922790522,0.0625,0.25,-1.375,0
2000-11-09,1.1875,-0.1276040077209472,0.484375,0.0625,1.0625,1
2000-11-10,-1.28125,-0.2291669845581054,0.0,0.53125,-0.8125,0
2000-11-13,-0.125,0.1328129768371582,-0.4453115463256836,-0.5625,0.25,0
2000-11-14,0.40625,0.2864580154418945,0.328125,0.84375,-0.25,1
2000-11-15,0.5,0.0136721134185791,-0.0078115463256835,0.375,-1.3125,1
2000-11-16,-0.25,-0.0989589691162105,-0.03125,-0.40625,0.0,0
2000-11-17,-0.1875,-0.072916984558105,0.0546884536743164,0.21875,-1.3125,0
2000-11-20,-0.46875,-0.1054689884185791,0.125,0.53125,-1.1875,0
2000-11-21,0.1875,-0.151041984558105,0.03125,0.625,0.125,1
2000-11-22,1.09375,-0.026041984558105,-0.2109365463256836,0.25,-0.875,0
2000-11-24,0.46875,0.1041660308837895,0.2109384536743164,-0.71875,1.1875,1
2000-11-27,-0.375,-0.2526040077209468,0.1015615463256836,1.0,-0.0625,0
2000-11-28,-1.1875,-0.2076821327209472,-0.0625,1.09375,-1.4375,0
2000-11-29,-0.875,-0.1640620231628426,0.34375,0.3125,0.5625,0
2000-11-30,-2.3125,-0.1510419845581052,-0.15625,-0.125,-0.3125,0
2000-12-01,-0.71875,0.0624999999999995,-0.1484384536743164,-0.75,0.1875,0
2000-12-04,-0.40625,0.0169279575347904,0.0625,1.84375,0.5625,1
2000-12-05,0.34375,-0.0104169845581054,0.0625,-0.125,2.6875,1
2000-12-06,-1.65625,-0.2473959922790527,-0.046875,-0.8125,-1.1875,0
2000-12-07,-0.15625,0.0520830154418943,-0.1875,-0.21875,-0.25,0
2000-12-08,-0.09375,0.2109379768371573,0.09375,0.375,-0.3125,0
2000-12-11,1.28125,0.0677089691162105,0.1484384536743164,-0.1875,2.25,1
2000-12-12,0.28125,-0.0052080154418945,-0.1171865463256836,0.71875,0.5,0
2000-12-13,-1.625,-0.1484379768371582,-0.3515634536743164,0.34375,0.5625,0
2000-12-14,-1.21875,-0.1145830154418949,-0.1484365463256836,0.25,0.5625,0
2000-12-15,-0.9296875,-0.0625,0.0,-0.34375,1.9375,0
2000-12-18,-0.59375,-0.0136719942092895,0.453125,0.0,1.375,1
2000-12-19,-1.3125,-0.1458339691162113,-0.1796865463256836,0.28125,0.0625,0
2000-12-20,-0.65625,-0.0859379768371582,0.421875,0.59375,-1.3125,0
2000-12-21,1.34375,-0.1484379768371584,0.1171884536743164,0.375,1.75,1
2000-12-22,0.84375,0.2057299613952639,-0.203125,0.03125,0.1875,1
2000-12-26,0.0,-0.078125,0.375,0.4375,0.125,1
2000-12-27,0.15625,0.109375,-0.0625,0.75,1.3125,1
2000-12-28,-0.28125,0.0677080154418945,0.375,0.75,0.75,1
2000-12-29,-0.28125,-0.1347659826278688,-0.46875,0.125,-1.5,0
2001-01-02,-0.375,-0.1276040077209472,-0.640625,-1.0,-0.625,0
2001-01-03,2.375,0.421875,-0.6875,-2.125,7.1875,1
2001-01-04,0.3125,0.2161450386047361,-1.015625,-0.71875,0.5,0
2001-01-05,0.3125,-0.2565100193023679,-0.0625,0.21875,-1.8125,0
2001-01-08,0.0,0.190104007720947,0.0,0.28125,0.25,1
2001-01-09,0.90625,0.0104169845581054,-0.015625,0.21875,-1.1875,0
2001-01-10,0.9375,0.2083330154418949,0.546875,-1.53125,1.4375,1
2001-01-11,1.0,0.1979169845581057,-0.03125,-1.78125,3.0,1
2001-01-12,-0.6875,-0.0755209922790534,-0.1875,0.78125,-0.6875,0
2001-01-16,-0.40625,-0.1640620231628415,-0.125,0.0,-0.3125,1
2001-01-17,-0.34375,-0.072916030883789,-0.296875,-1.1875,0.0625,0
2001-01-18,0.90625,0.3587241172790529,-0.109375,0.6875,-0.0625,1
2001-01-19,0.5,-0.1223959922790522,-0.171875,0.625,-0.1875,0
2001-01-22,-0.3125,-0.0208339691162104,0.578125,-0.46875,0.3125,1
2001-01-23,0.40625,0.2337241172790531,0.796875,-0.8125,1.5625,1
2001-01-24,0.96875,-0.0078129768371582,0.453125,-0.5625,0.5625,1
2001-01-25,-0.46875,-0.1510419845581054,0.203125,0.5625,0.0625,0
2001-01-26,1.5,0.1796879768371582,-0.046875,-0.40625,0.75,1
2001-01-29,0.46875,0.0755209922790531,-0.2625007629394531,-0.4500007629394531,0.9300003051757884,1
2001-01-30,-0.5625,0.0130209922790531,-0.1875,-0.2000007629394531,0.8800010681152415,1
2001-01-31,-0.96875,-0.0260410308837895,-0.0850000381469726,0.0699996948242116,-1.5,0
2001-02-01,0.78125,0.0110669136047367,-0.0149993896484375,0.3700027465820383,0.8599967956542898,1
2001-02-02,-0.84375,-0.2109379768371582,0.2999992370605433,0.2999992370605469,-0.3600006103515625,0
2001-02-05,0.59375,0.0,0.3549995422363281,-0.7099990844726562,0.0900001525878835,1
2001-02-06,0.25,0.046875,-0.4874992370605433,-0.2550010681152344,-1.729999542236321,1
2001-02-07,1.34375,-0.078125,-0.0075006484985369,0.3500022888183665,-0.0199966430663991,0
2001-02-08,-0.75,-0.0208330154418943,-0.2624998092651349,-0.0349998474121093,-0.6500015258789062,0
2001-02-09,-1.09375,0.0026040077209477,-0.2125005722045916,-0.30999755859375,0.2600021362304758,0
2001-02-12,-0.03125,-0.0286459922790527,-0.0574998855590802,0.7999992370605469,0.0799980163574218,1
2001-02-13,-0.71875,0.0208339691162107,-0.5399999618530273,-0.2999992370605469,-1.4000015258789062,0
2001-02-14,0.375,0.1588540077209477,-0.7250003814697283,-0.625,-0.5600013732910227,0
2001-02-15,-0.09375,0.0911459922790531,-0.5,-0.625,-0.2700004577636719,1
2001-02-16,0.15625,0.2473959922790523,0.1649999618530273,0.5149993896484375,1.5900001525878906,0
2001-02-20,-0.75,-0.1848959922790523,-0.4375,0.7150001525878906,-2.040000915527344,0
2001-02-21,0.5,0.1848950386047363,-0.2550001144409179,0.0400009155273437,-1.6000022888183665,0
2001-02-22,-0.5625,0.1119790077209468,-0.4600000381469744,-0.2000007629394531,0.5499992370605469,0
2001-02-23,1.15625,-0.1549479961395263,-0.1924991607665998,0.1450004577636789,0.0,0
2001-02-26,0.96875,0.015625,0.2274999618530255,0.1199989318847656,0.5499992370605469,1
2001-02-27,0.0,-0.078125,0.0275001525878906,0.0999984741210866,-1.3500022888183665,0
2001-02-28,-0.28125,-0.203125,0.307499885559082,0.5900001525878906,-1.229999542236328,0
2001-03-01,0.3984375,0.1705729961395266,-0.2524995803833008,0.6399993896484375,0.5100021362304759,1
2001-03-02,-0.40625,-0.0488280057907102,0.3600006103515643,-0.0750007629394531,0.2000007629394602,1
2001-03-05,0.09375,0.0885410308837886,-0.1975002288818359,0.1150016784667968,0.8599967956542969,1
2001-03-06,0.40625,0.0833339691162107,0.0774993896484375,-0.7249984741210938,-0.2900009155273437,0
2001-03-07,0.40625,0.1171870231628418,0.0,-1.0,1.8499984741210933,1
2001-03-08,-0.53125,0.135416984558105,0.2624998092651367,1.5349998474121094,-0.0099983215332031,1
2001-03-09,-0.625,-0.0416660308837895,-0.1899995803833007,-0.6500015258789134,-0.6499977111816335,0
2001-03-12,-1.375,-0.0052080154418949,-0.1350002288818359,-0.875,-2.009998321533203,0
2001-03-13,1.0,0.2135419845581054,-0.2124996185302716,-0.375,0.6500015258789062,1
2001-03-14,0.75,0.2291660308837895,-0.1000003814697283,-0.3250007629394531,-1.25,1
2001-03-15,-0.8125,-0.0286459922790531,-0.0474996566772443,0.1749992370605468,0.3599967956542969,0
2001-03-16,1.03125,0.0286459922790522,-0.5074996948242152,-0.5050010681152344,-0.6799964904785156,0
2001-03-19,-0.09375,0.15625,0.1499996185302716,0.375,0.75,1
2001-03-20,-0.9375,-0.2135410308837895,0.0124998092651367,-0.5249977111816406,-2.8699989318847656,0
2001-03-21,-1.09375,0.171875,-0.3625001907348633,-1.6349983215332031,-2.59000015258789,0
2001-03-22,1.71875,0.234375,-0.4499998092651367,0.8500022888183594,-1.1399993896484375,0
2001-03-23,0.8125,-0.078125,0.2550001144409179,0.279998779296875,1.4099998474121094,1
2001-03-26,-0.53125,0.1510410308837895,0.3374996185302716,-1.0600013732910227,-0.0400009155273437,1
2001-03-27,1.09375,-0.0494790077209468,-0.002499580383299,0.125,1.25,1
2001-03-28,-0.90625,0.080078125,-0.0375003814697283,1.3899993896484375,-0.1500015258789062,0
2001-03-29,0.0,0.0670571327209468,0.3225002288818359,1.0499992370605398,0.2000007629394531,1
2001-03-30,-0.53125,-0.1542971134185791,0.1899995803833007,-0.7649993896484375,1.75,1
2001-04-02,0.5,-0.1067709922790522,-0.1899995803833007,-0.0900001525878906,0.0999984741210866,0
2001-04-03,-0.96875,0.125,-0.1925001144409179,-0.2949981689453054,-2.520000457763679,0
2001-04-04,-0.71875,-0.1744790077209477,0.3900003433227539,0.3950004577636719,-0.9099998474121094,1
2001-04-05,1.5,0.0625,-0.2224998474121093,0.9849967956542898,1.2000007629394531,1
2001-04-06,-0.09375,0.0234370231628426,-0.2650003433227539,0.8450012207031321,-1.2099990844726491,0
2001-04-09,0.2900009155273437,-0.1775000095367431,0.0699996948242205,0.1949996948242187,0.5199966430664062,1
2001-04-10,0.8649997711181641,0.1749999523162841,0.4125003814697283,-0.1850013732910156,1.8999977111816408,1
2001-04-11,-0.3050003051757812,-0.0033330917358393,-0.1724996566772443,-0.3350028991699219,0.4900016784667969,0
2001-04-12,1.3099994659423828,0.0966660976409907,0.152500152587887,0.3999977111816335,1.1199989318847656,1
2001-04-16,-0.3050003051757812,-0.0191669464111328,-0.239999771118164,0.5499992370605469,0.1300010681152343,0
2001-04-17,0.4799995422363246,0.1820828914642338,0.2350006103515642,0.7999992370605398,0.3199996948242187,1
