,Intercept,MSFT,NVDA,UNH,JNJ,JPM
0,0.15963311482818035,1.7589109573742698,0.6399689570750566,0.2698726637815825,0.9602559781777288,1.7762356164004791
1,0.10342227769612647,1.6239326472142648,0.7974305397224537,0.2277492432816833,0.9281642997964371,1.672105623878859
2,0.1011662728267232,1.664789040807464,0.7205249486408822,0.24646969864466137,0.9022371952825572,1.6683792900082
3,0.09918917654657618,1.7262966858732287,0.6046303925690563,0.22188665627197351,0.9197087508337732,1.7231799551753126
4,0.118937068617817,1.9006503765315832,0.6383080451055321,0.27408849189777207,0.8728616628203363,1.9399733135005206
5,0.12009220525052017,1.5405333434543802,0.699484064651248,0.18037799053315,0.9348736044509591,1.478414628481661
6,0.10171037578375969,1.5037683073384127,0.6517129636568573,0.19895919580229576,0.8818390320371702,1.6221345354044878
7,0.1658127841946532,1.7269994832403026,0.6318059463747061,0.2705782475377366,0.9891842383417319,1.8730725921130542
8,0.06854926871333827,1.633724448138292,0.5248729122979188,0.2251757358347281,0.8771614893700281,1.7054774783271767
9,0.13362710267943345,1.733394127618575,0.6631877783432555,0.2615727162723718,0.9553566259967,1.79124445171924
10,0.11449357463802637,1.6240355887831763,0.7589561350743038,0.2503609343751178,0.9206649208991204,1.6948027919081174
11,0.052358869306701035,1.6326607459961475,0.6458208514378802,0.27387169349791246,0.88972985538752,1.6677673353325122
12,0.1571970968965185,1.638165819427876,0.6509587093674086,0.2460837698613557,0.8793645292025614,1.7966515410893933
13,0.07591649031897148,1.7877371617323279,0.6048130087500921,0.2144648148508688,0.9631941906043284,1.7357445472493098
14,0.0762548055770573,1.5979496090921042,0.6139724064926236,0.2671409231093174,0.8969900261581933,1.701848180469278
15,0.12408049418081928,1.7542414245628704,0.6318053041155897,0.2706829036215273,0.9319979743114037,1.7134824561651707
16,0.12408049418081928,1.7542414245628704,0.6318053041155897,0.2706829036215273,0.9319979743114037,1.7134824561651707
17,0.13087285364574675,1.7424335632772379,0.611102989287083,0.2554086490180214,0.8619401639094804,1.8657564356030663
18,0.10438778363811944,1.6571362916311225,0.6593582242641015,0.25206105568364184,0.9842592616368445,1.640712436160558
19,0.09743572147126991,1.730585569044401,0.589975867448496,0.27382989585049095,0.8673051928031311,1.6529426714755875
20,0.09743572147126991,1.730585569044401,0.589975867448496,0.27382989585049095,0.8673051928031311,1.6529426714755875
21,0.1389963438367099,1.6829061925685511,0.7040092703909672,0.19209318340448245,0.9402163010657679,1.7796096422770384
22,0.11996270539841891,1.7405846582353197,0.6005267772193749,0.3106448579446831,0.7884253273326518,1.6944561534030333
23,0.0415197556781597,1.7254956225681368,0.7291610349145485,0.3057994589695563,0.7583939208462216,1.69225535885845
24,0.09712089519132949,1.774833585467277,0.7722349633354696,0.30618935465909836,0.9252134030181423,1.8719108630328851
25,0.13840248476832426,1.72216962035562,0.5019580010396203,0.1910284574435946,0.9203363720421069,1.6760316934133255
26,0.08972219183323349,1.7636175939405911,0.5470770395119005,0.22250026208995236,0.8527666970804153,1.6496699827794823
27,0.14968670613295665,1.6958678805083476,0.6504960726468525,0.27161064570564625,0.897156143782573,1.6659234607421611
28,0.12050400000039356,1.5500473884861734,0.5609238911139726,0.15514451132857254,0.9384828503908437,1.747247326961508
29,0.07642514277030298,1.8775349226916571,0.7686763455882692,0.2682232236492649,1.0710640140312704,1.8552523961742486
30,0.15162531812731536,1.614202897699564,0.51596896701639,0.22471796249295642,0.7622236958171908,1.7289004487422899
31,0.08236928536222754,1.6978176776445164,0.6719031184157982,0.28724144029128335,0.9591102436065915,1.660405797938111
32,0.1135229792992137,1.5902821068794375,0.7571129091902927,0.2307036852660899,0.9341153481746756,1.7939803895290605
33,0.12694591923077286,1.6319475549473348,0.6237577625276116,0.2839672727940018,1.0033121031183154,1.796211040757323
34,0.1596696726769184,1.77419526577288,0.7449684042298437,0.20488588370142807,0.8009580575491568,1.7394540978745359
35,0.1333445256177212,1.66124468489584,0.710099502061594,0.25108276981161776,0.9537303824334067,1.7548258664039982
36,0.11195778805698292,1.7230796839454203,0.7215292625507459,0.24540344939705894,0.9120344741897177,1.8086256007210646
37,0.12841716822147262,1.7665034448556338,0.5536460315247751,0.23036262817629102,0.9375255535908791,1.74267368540069
38,0.16909303652103844,1.7143227828628047,0.5526948939738165,0.2099888228107641,0.8352671142776833,1.7633315418035085
39,0.07794499021679858,1.719801592837758,0.745948087029393,0.26619942127309026,0.9613335163910772,1.745347567695083
40,0.07794499021679858,1.719801592837758,0.745948087029393,0.26619942127309026,0.9613335163910772,1.745347567695083
41,0.1439521997144933,1.6627447867274208,0.5480645311268167,0.1933117307547737,0.935910318443613,1.722465695704355
42,0.14804779981351743,1.8478600672543855,0.5919061577297863,0.2240743604619723,0.9450626720968905,1.8747467352461773
43,0.10378749954823174,1.8510652792555402,0.601845042821585,0.23350397075036852,0.8599561817660295,1.7968556477318913
44,0.13650694793015763,1.666940815942666,0.7037403624478943,0.26037870248253364,0.9678647128524791,1.7564831232228086
45,0.11817955170500802,1.6549973813833503,0.6534988728836891,0.2142263069965752,0.9076680096963075,1.6794778706405407
46,0.12022694305881562,1.7191507092695362,0.601029080267997,0.251586012222934,0.9016811876092079,1.7526619454246075
47,0.12022694305881562,1.7191507092695362,0.601029080267997,0.251586012222934,0.9016811876092079,1.7526619454246075
48,0.12022694305881562,1.7191507092695362,0.601029080267997,0.251586012222934,0.9016811876092079,1.7526619454246075
49,0.1189455222925835,1.6247162708496925,0.5777951772461345,0.23464695887667678,0.9635860020304574,1.7466926768088888
50,0.1224284128651325,1.6473301849015327,0.5946292760902586,0.1978333001831089,0.9189504984282431,1.7055079411825724
51,0.13103124771525954,1.727543818838341,0.5624073085373559,0.17410896121651673,1.025226735672915,1.8386312822727953
52,0.13613713293845756,1.6606101510599214,0.5324215001019924,0.22797977043623674,0.9379035232040079,1.73490785268266
53,0.08850328865199758,1.805396259251113,0.6290905762899709,0.2469280311801391,0.9725683513329157,1.7184673208943524
54,0.1502045863275799,1.569194805155502,0.6261806750369298,0.22236787563211263,0.8634245195655227,1.6922837139771667
55,0.070850626718222,1.9064692199893751,0.670174334284617,0.25600263713780874,0.9777775650931855,1.841937675499891
56,0.14069604380405698,1.6758814804381164,0.5906412489227767,0.2596814716288377,0.9366193567321905,1.7857217317367127
57,0.09418636840825707,1.7591496560106796,0.6526268875963032,0.23874355734867106,0.9167887191778029,1.741307125589067
58,0.15823577975179778,1.7639846348498225,0.5196573073238357,0.24543200349441588,0.8405461500555278,1.6684440204696742
59,0.10398724321255542,1.688505561789481,0.7052883648466689,0.23212885317488724,0.9310076584109901,1.758537299242733
60,0.11005788974819095,1.663418536300505,0.6382306157768572,0.22298860837880724,0.9440887155131134,1.6334424073935911
61,0.1187809565916221,1.6602570844482252,0.5981553645308489,0.25705736676580226,0.8501447153936583,1.8256902064086165
62,0.13877411449110244,1.7955700086538704,0.5090611237424499,0.17727646110052397,0.9482843641619604,1.8357143755083223
63,0.10198816545330983,1.666138570052988,0.7503299946076922,0.3032457045405712,0.8958044346870828,1.710029973725685
64,0.08727634946778054,1.7931377738299117,0.6295823147321367,0.3124132197705618,0.8700018523516745,1.816583142688578
65,0.12294103153644677,1.7356011864821823,0.6111597425672828,0.22317917478330104,0.9356822243380268,1.7699644638048628
66,0.12294103153644677,1.7356011864821823,0.6111597425672828,0.22317917478330104,0.9356822243380268,1.7699644638048628
67,0.09230279623126413,1.6690114784033776,0.6294934302399632,0.25977360604974703,0.8630933099939031,1.864759653434522
68,0.14126606063899017,1.6152068493015423,0.7348373152862904,0.265615471605724,0.9327529504518949,1.8195012617839494
69,0.12032194384124194,1.8128988602757286,0.6552974176779212,0.22996671168910793,1.0082191511903689,1.710512515395425
70,0.13283534277591477,1.6384060725701004,0.603252675626886,0.23008516049082187,0.8402481936351078,1.813041844203841
71,0.09112322897087777,1.769233320839901,0.6462552149305546,0.24523317692223484,0.9836591169121053,1.7791513021440644
72,0.09112322897087777,1.769233320839901,0.6462552149305546,0.24523317692223484,0.9836591169121053,1.7791513021440644
73,0.16118504887366877,1.7764284488981432,0.6361104915282813,0.24280869783410308,0.8577446175216586,1.850049332345732
74,0.08388881944715675,1.6048672488275624,0.6698661287229264,0.2351205615842347,0.9209619265920813,1.711952999254704
75,0.15220889942907345,1.79362876554077,0.6335455556440948,0.23097866428945238,0.863533798620998,1.7750467154810872
76,0.04663594920722313,1.6656416624746662,0.5343741661050685,0.26832964529484704,0.8477996847661046,1.7316315181676132
77,0.048749405044833626,1.7800512938303883,0.6382803288568524,0.2380332510325831,0.9344869911731059,1.7118987708267064
78,0.17923765234444664,1.6453861409277704,0.6191732366134184,0.25084616261696774,0.9045537494179844,1.8406859651314287
79,0.09916330862524385,1.741371111411531,0.7061204462981137,0.24326548700958406,0.910788681480651,1.756276346675325
80,0.13109011428232634,1.6555479715175105,0.5433817127462366,0.2443440330902832,0.9401152753240426,1.7698784953168176
81,0.12303407634633708,1.6588235692117796,0.648707417478157,0.2550994412235118,0.9468964931984504,1.7161835721537018
82,0.08199656525382187,1.591644790698065,0.7001551611202852,0.2776704269622474,0.9244061087196807,1.671269434528624
83,0.1291633887438216,1.685343348608808,0.6139009614411085,0.27336654249345466,0.9081817475338879,1.764430371982526
84,0.1621210250571976,1.7895183262262484,0.7384850224973971,0.2599512734188825,0.9533403823759481,1.8783981133435126
85,0.09177284209948883,1.718745495151844,0.5679740452189281,0.211093525867912,0.9014708963686089,1.7017879951334198
86,0.14497281879042018,1.6611265027757474,0.6805199610594346,0.26150969535048296,0.9147203097101041,1.8205844632920394
87,0.1149592195995753,1.7667075069975477,0.6604954412065884,0.22569602132370425,0.8544582782514994,1.7649925177344157
88,0.13496849794730173,1.665751232586001,0.5241349890586875,0.2353299749660599,0.9035975084795279,1.7510544891825963
89,0.10869592603362882,1.7520405528185592,0.7289036116352359,0.24542420013198132,0.918982474629456,1.7695366415566425
90,0.10927659954321095,1.6689091626842167,0.5237790395630272,0.23303692106026017,0.9863445664084397,1.8124792328564807
91,0.10065077296748577,1.6702485544245411,0.6696295507251413,0.22261607317438448,0.8628670159735985,1.7145415455106228
92,0.07053397409081645,1.7288905379623283,0.6641587409863234,0.2530793760176779,0.8513367274583605,1.845063102815059
93,0.11333723698559138,1.7876762815470189,0.5328391287116083,0.26239127421324265,0.9171682846645243,1.7661902535435496
94,0.0955799803457779,1.7125315748142553,0.7744389025509375,0.24824587972874884,0.9135550306657669,1.6803280822289097
95,0.11287872306075944,1.7288411355496007,0.6416739999800481,0.2045127408108092,0.9061706720856951,1.7225594339063164
96,0.08179289664029497,1.6381989771139096,0.593541654873083,0.23544866921662858,0.992301077947673,1.8033232452613128
97,0.17066059582561005,1.815445036789986,0.6264728753882829,0.2555190824152847,0.8735685222828573,1.7506255062629519
98,0.1082674462213135,1.6963270315827388,0.588301343457639,0.18849196577029656,0.9464944253619323,1.8197678396626789
99,0.1306201889549854,1.7813722648578882,0.5757399980011761,0.18628130949251862,0.9366318401172965,1.7666190781495825
100,0.1346086392490514,1.6861569504485114,0.6077667754816396,0.22007115801396832,0.8826308226093373,1.7639399102028395
